Date,ID,Case Number,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2014-09-11 21:30:00,9776029.0,HX425804,058XX N RIDGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0.0,0.0,2013.0,20.0,48.0,77.0,14,1165452.0,1938887.0,2014.0,09/18/2014 12:40:09 PM,41.987903355,-87.666818395,"(41.987903355, -87.666818395)"
2014-09-11 22:00:00,9775013.0,HX425168,017XX S UNION AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0.0,0.0,1235.0,12.0,25.0,31.0,07,1171767.0,1891804.0,2014.0,09/18/2014 12:40:09 PM,41.858568214,-87.644981661,"(41.858568214, -87.644981661)"
2014-09-11 22:30:00,9776514.0,HX425080,051XX S LOWE AVE,0820,THEFT,$500 AND UNDER,STREET,0.0,0.0,935.0,9.0,3.0,61.0,06,1172802.0,1870710.0,2014.0,09/18/2014 12:40:09 PM,41.800661555,-87.641805844,"(41.800661555, -87.641805844)"
2014-09-11 23:00:00,9775637.0,HX425214,027XX N WESTERN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,MEDICAL/DENTAL OFFICE,0.0,0.0,1411.0,14.0,1.0,22.0,14,1159852.0,1917936.0,2014.0,09/18/2014 12:40:09 PM,41.930530436,-87.68799591,"(41.930530436, -87.68799591)"
2014-09-11 23:30:00,9776226.0,HX426095,011XX W CORNELIA AVE,0810,THEFT,OVER $500,STREET,0.0,0.0,1924.0,19.0,44.0,6.0,06,1168259.0,1923440.0,2014.0,09/18/2014 12:40:09 PM,41.945455875,-87.656942629,"(41.945455875, -87.656942629)"
2014-09-12 00:00:00,9775727.0,HX425281,004XX E 41ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0.0,0.0,214.0,2.0,3.0,38.0,07,1179672.0,1877942.0,2014.0,09/19/2014 12:39:17 PM,41.820352341,-87.616390254,"(41.820352341, -87.616390254)"
2014-09-12 00:30:00,9775883.0,HX425590,001XX W RANDOLPH ST,0820,THEFT,$500 AND UNDER,OTHER,0.0,0.0,122.0,1.0,42.0,32.0,06,1175475.0,1901316.0,2014.0,09/19/2014 12:39:17 PM,41.884587363,-87.631085384,"(41.884587363, -87.631085384)"
2014-09-12 01:00:00,9776326.0,HX425942,003XX W GARFIELD BLVD,0810,THEFT,OVER $500,OTHER RAILROAD PROP / TRAIN DEPOT,0.0,0.0,935.0,9.0,3.0,37.0,06,1174533.0,1868509.0,2014.0,09/19/2014 12:39:17 PM,41.794583398,-87.635523258,"(41.794583398, -87.635523258)"
2014-09-12 01:30:00,9774968.0,HX425109,022XX N ORCHARD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1.0,1.0,1812.0,18.0,43.0,7.0,08B,1171195.0,1915201.0,2014.0,12/19/2014 12:48:32 PM,41.922783628,-87.646393704,"(41.922783628, -87.646393704)"
2014-09-12 02:00:00,9774974.0,HX425134,039XX W FERDINAND ST,0460,BATTERY,SIMPLE,RESIDENCE,0.0,0.0,1122.0,11.0,27.0,23.0,08B,1150266.0,1903094.0,2014.0,09/19/2014 12:39:17 PM,41.889995156,-87.723610192,"(41.889995156, -87.723610192)"
2014-09-12 02:30:00,9774991.0,HX425125,032XX N LONG AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,0.0,0.0,1633.0,16.0,38.0,15.0,03,1139753.0,1921132.0,2014.0,09/19/2014 12:39:17 PM,41.939691958,-87.761777666,"(41.939691958, -87.761777666)"
2014-09-12 03:00:00,9775548.0,HX425419,062XX S KNOX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0.0,1.0,813.0,8.0,13.0,64.0,08B,1146407.0,1862822.0,2014.0,09/19/2014 12:39:17 PM,41.779557552,-87.738805939,"(41.779557552, -87.738805939)"
2014-09-12 03:30:00,9776585.0,HX425146,051XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0.0,1.0,231.0,2.0,3.0,40.0,08B,1178953.0,1871001.0,2014.0,09/19/2014 12:39:17 PM,41.801322077,-87.619239423,"(41.801322077, -87.619239423)"
2014-09-12 04:00:00,9775000.0,HX425159,002XX N OAKLEY BLVD,0820,THEFT,$500 AND UNDER,OTHER,0.0,0.0,1223.0,12.0,27.0,28.0,06,1161068.0,1901925.0,2014.0,09/19/2014 12:39:17 PM,41.886569842,-87.683972807,"(41.886569842, -87.683972807)"
2014-09-12 04:30:00,9774999.0,HX425155,009XX W 18TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),0.0,0.0,1235.0,12.0,25.0,31.0,14,1170687.0,1891339.0,2014.0,09/19/2014 12:39:17 PM,41.857315908,-87.648959538,"(41.857315908, -87.648959538)"
2014-09-12 05:00:00,9775022.0,HX425161,021XX W THOMAS ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,0.0,0.0,1212.0,12.0,32.0,24.0,26,1161845.0,1907260.0,2014.0,09/19/2014 12:39:17 PM,41.901193344,-87.680970509,"(41.901193344, -87.680970509)"
2014-09-12 05:30:00,9775023.0,HX425164,028XX N BROADWAY,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,OTHER,0.0,0.0,1934.0,19.0,44.0,6.0,05,1171676.0,1919333.0,2014.0,09/19/2014 12:39:17 PM,41.934111431,-87.644504397,"(41.934111431, -87.644504397)"
2014-09-12 06:00:00,9776750.0,HX426647,0000X S MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1.0,0.0,1232.0,12.0,2.0,28.0,07,1169754.0,1899763.0,2014.0,11/14/2014 12:40:24 PM,41.880452368,-87.652138794,"(41.880452368, -87.652138794)"
2014-09-12 06:30:00,9775008.0,HX425180,085XX S JUSTINE ST,0820,THEFT,$500 AND UNDER,STREET,0.0,0.0,614.0,6.0,21.0,71.0,06,1167536.0,1848003.0,2014.0,09/19/2014 12:39:17 PM,41.738465235,-87.661768181,"(41.738465235, -87.661768181)"
2014-09-12 07:00:00,9775476.0,HX425306,059XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0.0,1.0,232.0,2.0,20.0,40.0,14,1178658.0,1865581.0,2014.0,09/19/2014 12:39:17 PM,41.786455806,-87.620486108,"(41.786455806, -87.620486108)"
2014-09-12 07:30:00,9776528.0,HX426378,032XX N CENTRAL PARK AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,0.0,0.0,1732.0,17.0,35.0,21.0,05,1151860.0,1921292.0,2014.0,09/19/2014 12:39:17 PM,41.939900881,-87.717276214,"(41.939900881, -87.717276214)"
2014-09-12 08:00:00,9775352.0,HX425296,024XX E 79TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),0.0,0.0,421.0,4.0,7.0,43.0,14,1193803.0,1853100.0,2014.0,09/19/2014 12:39:17 PM,41.75184906,-87.565366285,"(41.75184906, -87.565366285)"
2014-09-12 08:30:00,9776075.0,HX425849,015XX E MARQUETTE RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0.0,0.0,321.0,3.0,5.0,42.0,26,1187393.0,1861577.0,2014.0,09/19/2014 12:39:17 PM,41.775265311,-87.588586672,"(41.775265311, -87.588586672)"
2014-09-12 09:00:00,9885965.0,HX536763,074XX S DANTE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,0.0,0.0,324.0,3.0,5.0,43.0,11,1187199.0,1856059.0,2014.0,12/11/2014 12:47:57 PM,41.760128042,-87.589472783,"(41.760128042, -87.589472783)"
2014-09-12 09:30:00,9775657.0,HX425394,027XX N MILWAUKEE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,0.0,0.0,1412.0,14.0,35.0,22.0,03,1153521.0,1918160.0,2014.0,09/19/2014 12:39:17 PM,41.931273513,-87.711255016,"(41.931273513, -87.711255016)"
2014-09-12 10:00:00,9780417.0,HX430352,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,0.0,0.0,111.0,1.0,42.0,32.0,08A,1175824.0,1900858.0,2014.0,09/19/2014 12:39:17 PM,41.883322741,-87.629817609,"(41.883322741, -87.629817609)"
2014-09-12 10:30:00,9778832.0,HX429083,004XX N MC CLURG CT,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,0.0,0.0,1834.0,18.0,42.0,8.0,06,1179091.0,1903005.0,2014.0,09/19/2014 12:39:17 PM,41.889140094,-87.617755383,"(41.889140094, -87.617755383)"
2014-09-12 11:00:00,9775711.0,HX425456,060XX N CICERO AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,1.0,0.0,1621.0,16.0,39.0,12.0,06,1143245.0,1939675.0,2014.0,09/19/2014 12:39:17 PM,41.990510863,-87.748478164,"(41.990510863, -87.748478164)"
2014-09-12 11:30:00,9789212.0,HX425663,002XX N WESTERN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1.0,0.0,1223.0,12.0,27.0,28.0,18,1160406.0,1901661.0,2014.0,01/14/2015 12:47:01 PM,41.885859123,-87.686411147,"(41.885859123, -87.686411147)"
2014-09-12 12:00:00,9908767.0,HX540940,005XX W OHARE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,AIRPORT VENDING ESTABLISHMENT,0.0,0.0,1654.0,16.0,41.0,76.0,07,1106527.0,1935884.0,2014.0,01/06/2015 12:40:42 PM,41.980716512,-87.883612088,"(41.980716512, -87.883612088)"
2014-09-12 12:30:00,9775725.0,HX425582,004XX S KARLOV AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0.0,0.0,1132.0,11.0,24.0,26.0,07,1149096.0,1897475.0,2014.0,09/19/2014 12:39:17 PM,41.874598728,-87.728052533,"(41.874598728, -87.728052533)"
2014-09-12 13:00:00,9775818.0,HX425614,002XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,0.0,0.0,114.0,1.0,42.0,32.0,06,1177295.0,1901979.0,2014.0,09/19/2014 12:39:17 PM,41.886365607,-87.624382058,"(41.886365607, -87.624382058)"
2014-09-12 13:30:00,9776197.0,HX425990,067XX S EVANS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,0.0,0.0,321.0,3.0,20.0,42.0,11,1182418.0,1860449.0,2014.0,09/19/2014 12:39:17 PM,41.772286749,-87.606859119,"(41.772286749, -87.606859119)"
2014-09-12 14:00:00,9794422.0,HX425684,111XX S DOTY AVE E,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,0.0,0.0,513.0,5.0,10.0,51.0,03,1185355.0,1831481.0,2014.0,09/26/2014 12:39:34 PM,41.69272681,-87.597001507,"(41.69272681, -87.597001507)"
2014-09-12 14:30:00,9776102.0,HX425807,023XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0.0,0.0,1225.0,12.0,2.0,28.0,07,1160898.0,1898603.0,2014.0,09/19/2014 12:39:17 PM,41.877457508,-87.684689294,"(41.877457508, -87.684689294)"
2014-09-12 15:00:00,9776250.0,HX426126,093XX S RHODES AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0.0,0.0,633.0,6.0,9.0,49.0,26,1181590.0,1842974.0,2014.0,09/19/2014 12:39:17 PM,41.724352581,-87.610432479,"(41.724352581, -87.610432479)"
2014-09-12 15:30:00,9776185.0,HX425964,078XX S SAGINAW AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,0.0,0.0,421.0,4.0,7.0,43.0,05,1195247.0,1853275.0,2014.0,09/19/2014 12:39:17 PM,41.752293783,-87.560069033,"(41.752293783, -87.560069033)"
2014-09-12 16:00:00,9776098.0,HX425838,061XX N TALMAN AVE,0460,BATTERY,SIMPLE,APARTMENT,0.0,0.0,2413.0,24.0,50.0,2.0,08B,1157588.0,1940774.0,2014.0,09/19/2014 12:39:17 PM,41.993245657,-87.695691083,"(41.993245657, -87.695691083)"
2014-09-12 16:30:00,9776218.0,HX425883,006XX N LAWNDALE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",1.0,0.0,1122.0,11.0,27.0,23.0,08B,1151640.0,1904218.0,2014.0,10/31/2014 03:20:56 PM,41.893052624,-87.718534636,"(41.893052624, -87.718534636)"
2014-09-12 17:00:00,9804434.0,HX452668,041XX N Kenmore Ave,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,0.0,0.0,1915.0,19.0,46.0,3.0,06,1168468.0,1927599.0,2014.0,10/31/2014 03:20:56 PM,41.956863808,-87.656053622,"(41.956863808, -87.656053622)"
2014-09-12 17:30:00,9776193.0,HX425968,057XX S KOLMAR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),0.0,0.0,813.0,8.0,13.0,62.0,08B,1146974.0,1866086.0,2014.0,09/19/2014 12:39:17 PM,41.788503723,-87.736644176,"(41.788503723, -87.736644176)"
2014-09-12 18:00:00,9887615.0,HX537992,039XX S ARCHER AVE,0810,THEFT,OVER $500,OTHER,0.0,0.0,921.0,9.0,12.0,58.0,06,1159605.0,1878637.0,2014.0,12/12/2014 12:38:27 PM,41.82269539,-87.689986069,"(41.82269539, -87.689986069)"
2014-09-12 18:30:00,9777589.0,HX427867,062XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,OTHER,0.0,0.0,311.0,3.0,20.0,40.0,06,1179951.0,1863743.0,2014.0,09/19/2014 12:39:17 PM,41.781382642,-87.615801583,"(41.781382642, -87.615801583)"
2014-09-12 19:00:00,9777060.0,HX427228,079XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0.0,0.0,623.0,6.0,6.0,44.0,14,1177716.0,1852069.0,2014.0,09/19/2014 12:39:17 PM,41.749398786,-87.624348311,"(41.749398786, -87.624348311)"
2014-09-12 19:30:00,9776380.0,HX426111,106XX S PARNELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,0.0,0.0,2233.0,22.0,34.0,49.0,08A,1174478.0,1834331.0,2014.0,09/19/2014 12:39:17 PM,41.700795892,-87.636739574,"(41.700795892, -87.636739574)"
2014-09-12 20:00:00,9776734.0,HX426628,003XX S CANAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,VEHICLE-COMMERCIAL,0.0,0.0,121.0,1.0,2.0,28.0,11,1173233.0,1898572.0,2014.0,09/19/2014 12:39:17 PM,41.877107702,-87.639399714,"(41.877107702, -87.639399714)"
2014-09-12 20:30:00,9776599.0,HX426557,031XX N LARAMIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0.0,0.0,2514.0,25.0,30.0,19.0,06,1141113.0,1920356.0,2014.0,09/19/2014 12:39:17 PM,41.937537547,-87.756798372,"(41.937537547, -87.756798372)"
2014-09-12 21:00:00,9777072.0,HX427035,028XX S SPRINGFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,0.0,0.0,1031.0,10.0,22.0,30.0,06,1150799.0,1884753.0,2014.0,09/19/2014 12:39:17 PM,41.839654904,-87.722132308,"(41.839654904, -87.722132308)"
2014-09-12 21:30:00,9778792.0,HX426282,073XX S HOYNE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,0.0,0.0,735.0,25.0,17.0,67.0,04B,1150074.0,1911169.0,2014.0,09/19/2014 12:39:17 PM,41.912157508,-87.72410471,"(41.912157508, -87.72410471)"
2014-09-12 22:00:00,9786188.0,HX435002,004XX N CITY FRONT PLAZA DR,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,0.0,0.0,1834.0,18.0,42.0,8.0,02,1177910.0,1903198.0,2014.0,09/20/2014 12:38:01 PM,41.88969664,-87.622086555,"(41.88969664, -87.622086555)"
2014-09-12 22:30:00,9776462.0,HX426329,048XX W VAN BUREN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,1.0,0.0,1533.0,15.0,24.0,25.0,18,1144135.0,1897612.0,2014.0,09/19/2014 12:39:17 PM,41.87506923,-87.746263933,"(41.87506923, -87.746263933)"
2014-09-12 23:00:00,9776433.0,HX426312,011XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,0.0,1.0,123.0,1.0,2.0,32.0,08B,1175742.0,1895111.0,2014.0,09/19/2014 12:39:17 PM,41.867554467,-87.630291572,"(41.867554467, -87.630291572)"
2014-09-12 23:30:00,9777030.0,HX427164,060XX N OCONTO AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,0.0,0.0,1612.0,16.0,41.0,10.0,26,1127016.0,1939581.0,2014.0,09/19/2014 12:39:17 PM,41.990541528,-87.808175289,"(41.990541528, -87.808175289)"
2014-09-13 00:00:00,9794597.0,HX429621,083XX S MICHIGAN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,0.0,1.0,632.0,6.0,6.0,44.0,26,1178644.0,1849698.0,2014.0,09/27/2014 12:37:59 PM,41.742871449,-87.621019692,"(41.742871449, -87.621019692)"
2014-09-13 00:30:00,9776474.0,HX426416,083XX S ABERDEEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,0.0,0.0,613.0,6.0,21.0,71.0,14,1170396.0,1849538.0,2014.0,09/20/2014 12:38:01 PM,41.742615766,-87.651245194,"(41.742615766, -87.651245194)"
2014-09-13 01:00:00,9786099.0,HX435040,058XX W RICE ST,0820,THEFT,$500 AND UNDER,STREET,0.0,0.0,1511.0,15.0,29.0,25.0,06,1137485.0,1905121.0,2014.0,09/20/2014 12:38:01 PM,41.895797125,-87.770499568,"(41.895797125, -87.770499568)"
2014-09-13 01:30:00,9776512.0,HX426424,040XX S DREXEL BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,0.0,0.0,214.0,2.0,4.0,36.0,14,1182877.0,1878067.0,2014.0,09/20/2014 12:38:01 PM,41.820621364,-87.604629118,"(41.820621364, -87.604629118)"
2014-09-13 02:00:00,9776976.0,HX426898,031XX W 39TH PL,0810,THEFT,OVER $500,STREET,0.0,0.0,921.0,9.0,14.0,58.0,06,1156221.0,1878220.0,2014.0,09/20/2014 12:38:01 PM,41.82161995,-87.702411882,"(41.82161995, -87.702411882)"
2014-09-13 02:30:00,9777739.0,HX428100,012XX N STATE PKWY,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,TAVERN/LIQUOR STORE,0.0,0.0,1824.0,18.0,42.0,8.0,04B,1176030.0,1908459.0,2014.0,09/20/2014 12:38:01 PM,41.90417564,-87.628831994,"(41.90417564, -87.628831994)"
2014-09-13 03:00:00,9776695.0,HX426635,008XX W 53RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,0.0,0.0,934.0,9.0,20.0,61.0,14,1171623.0,1869296.0,2014.0,09/20/2014 12:38:01 PM,41.796807335,-87.646171061,"(41.796807335, -87.646171061)"
2014-09-13 04:00:00,9776802.0,HX426784,016XX E 86TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0.0,0.0,412.0,4.0,8.0,45.0,14,1189022.0,1848332.0,2014.0,09/20/2014 12:38:01 PM,41.738880987,-87.583038515,"(41.738880987, -87.583038515)"
2014-09-13 04:30:00,9776687.0,HX426513,109XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0.0,1.0,513.0,5.0,9.0,49.0,14,1178233.0,1832488.0,2014.0,09/20/2014 12:38:01 PM,41.695654273,-87.623045842,"(41.695654273, -87.623045842)"
2014-09-13 05:00:00,9777163.0,HX426529,012XX N SANDBURG TER,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,APARTMENT,0.0,0.0,1821.0,18.0,42.0,8.0,26,1175161.0,1908960.0,2014.0,12/19/2014 12:48:32 PM,41.905569947,-87.632008977,"(41.905569947, -87.632008977)"
2014-09-13 05:30:00,9791170.0,HX440308,024XX W FOSTER AVE,0460,BATTERY,SIMPLE,ALLEY,0.0,0.0,2011.0,20.0,40.0,4.0,08B,1159058.0,1934498.0,2014.0,09/24/2014 12:40:15 PM,41.975993883,-87.690457137,"(41.975993883, -87.690457137)"
2014-09-13 06:00:00,9788035.0,HX437566,064XX N FAIRFIELD AVE,0820,THEFT,$500 AND UNDER,OTHER,0.0,0.0,2412.0,24.0,50.0,2.0,06,1156866.0,1942562.0,2014.0,09/22/2014 12:39:52 PM,41.998166725,-87.698298104,"(41.998166725, -87.698298104)"
2014-09-13 06:30:00,9777728.0,HX428085,032XX N LAKE SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),0.0,0.0,1925.0,19.0,44.0,6.0,14,1172875.0,1922254.0,2014.0,09/20/2014 12:38:01 PM,41.942100243,-87.64001132,"(41.942100243, -87.64001132)"
2014-09-13 07:00:00,9786963.0,HX436115,036XX W 80TH PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,0.0,0.0,834.0,8.0,18.0,70.0,11,1153321.0,1851006.0,2014.0,09/25/2014 12:42:39 PM,41.746998574,-87.713770076,"(41.746998574, -87.713770076)"
2014-09-13 07:30:00,9777306.0,HX427442,0000X W ONTARIO ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),0.0,0.0,1832.0,18.0,42.0,8.0,06,1175892.0,1904437.0,2014.0,09/20/2014 12:38:01 PM,41.893142182,-87.629460109,"(41.893142182, -87.629460109)"
2014-09-13 08:00:00,9776763.0,HX426653,059XX W JACKSON BLVD,0880,THEFT,PURSE-SNATCHING,STREET,0.0,0.0,1513.0,15.0,29.0,25.0,06,1136868.0,1898234.0,2014.0,09/20/2014 12:38:01 PM,41.876909378,-87.772930897,"(41.876909378, -87.772930897)"
2014-09-13 08:30:00,9778814.0,HX428845,084XX S VINCENNES AVE,0820,THEFT,$500 AND UNDER,STREET,0.0,0.0,622.0,6.0,21.0,71.0,06,1173912.0,1848999.0,2014.0,09/20/2014 12:38:01 PM,41.741059481,-87.638378494,"(41.741059481, -87.638378494)"
2014-09-13 09:00:00,9776725.0,HX426660,006XX W 74TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,0.0,0.0,732.0,7.0,17.0,68.0,26,1173380.0,1855867.0,2014.0,09/20/2014 12:38:01 PM,41.759917917,-87.640124958,"(41.759917917, -87.640124958)"
2014-09-13 09:30:00,9776835.0,HX426727,012XX S WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,0.0,0.0,131.0,1.0,2.0,33.0,26,1177003.0,1894848.0,2014.0,09/20/2014 12:38:01 PM,41.866804346,-87.625670249,"(41.866804346, -87.625670249)"
2014-09-13 10:00:00,9786063.0,HX435004,004XX N CENTRAL AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),0.0,0.0,1523.0,15.0,28.0,25.0,06,1138995.0,1902590.0,2014.0,09/20/2014 12:38:01 PM,41.88882443,-87.765015156,"(41.88882443, -87.765015156)"
2014-09-13 10:30:00,9776728.0,HX426688,028XX W DEVON AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,0.0,0.0,2413.0,24.0,50.0,2.0,06,1156226.0,1942290.0,2014.0,09/20/2014 12:38:01 PM,41.997433346,-87.700659847,"(41.997433346, -87.700659847)"
2014-09-13 11:00:00,9782835.0,HX432015,029XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0.0,0.0,133.0,1.0,2.0,35.0,06,1177771.0,1885549.0,2014.0,09/20/2014 12:38:01 PM,41.84126986,-87.623133214,"(41.84126986, -87.623133214)"
2014-09-13 11:30:00,9776803.0,HX426761,0000X E 60TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0.0,1.0,232.0,2.0,20.0,40.0,26,1177904.0,1865290.0,2014.0,09/20/2014 12:38:01 PM,41.785674394,-87.62325945,"(41.785674394, -87.62325945)"
2014-09-13 12:00:00,9784247.0,HX433299,047XX W ADAMS ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),0.0,0.0,1113.0,11.0,28.0,25.0,04B,1144561.0,1898660.0,2014.0,09/20/2014 12:38:01 PM,41.877937064,-87.744673425,"(41.877937064, -87.744673425)"
2014-09-13 12:30:00,9777155.0,HX426849,027XX E 79TH ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0.0,0.0,421.0,4.0,7.0,43.0,08B,1196033.0,1853161.0,2014.0,09/20/2014 12:38:01 PM,41.751961537,-87.557192513,"(41.751961537, -87.557192513)"
2014-09-13 13:00:00,9777641.0,HX427881,023XX S RIDGEWAY AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),0.0,0.0,1013.0,10.0,22.0,30.0,06,1151777.0,1888348.0,2014.0,09/20/2014 12:38:01 PM,41.849500878,-87.718448995,"(41.849500878, -87.718448995)"
2014-09-13 13:30:00,9776890.0,HX426887,029XX W 58TH ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,0.0,0.0,824.0,8.0,14.0,63.0,08B,1157467.0,1865992.0,2014.0,09/20/2014 12:38:01 PM,41.788039496,-87.698172375,"(41.788039496, -87.698172375)"
2014-09-13 14:00:00,9872061.0,HX521520,050XX N NORTHWEST HWY,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),0.0,0.0,1623.0,16.0,45.0,11.0,08B,1139060.0,1933089.0,2014.0,11/29/2014 12:40:11 PM,41.972515737,-87.764032744,"(41.972515737, -87.764032744)"
2014-09-13 14:30:00,9777026.0,HX426960,061XX S DR MARTIN LUTHER KING JR DR,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,1.0,0.0,311.0,3.0,20.0,40.0,03,1179929.0,1864588.0,2014.0,10/31/2014 03:20:56 PM,41.783701908,-87.61585639,"(41.783701908, -87.61585639)"
2014-09-13 15:00:00,9777505.0,HX427733,019XX W HARRISON ST,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,0.0,0.0,1225.0,12.0,2.0,28.0,06,1163503.0,1897425.0,2014.0,09/20/2014 12:38:01 PM,41.874170552,-87.675157616,"(41.874170552, -87.675157616)"
2014-09-13 15:30:00,9776959.0,HX427024,018XX W 71ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0.0,0.0,735.0,7.0,17.0,67.0,14,1165214.0,1857558.0,2014.0,09/20/2014 12:38:01 PM,41.764734931,-87.670005606,"(41.764734931, -87.670005606)"
2014-09-13 16:00:00,9777284.0,HX427381,045XX S CALUMET AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,0.0,0.0,215.0,2.0,3.0,38.0,05,1179228.0,1875171.0,2014.0,09/20/2014 12:38:01 PM,41.812758645,-87.618103641,"(41.812758645, -87.618103641)"
2014-09-13 16:30:00,9777287.0,HX427122,038XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0.0,1.0,213.0,2.0,3.0,35.0,14,1177787.0,1879623.0,2014.0,09/20/2014 12:38:01 PM,41.825008096,-87.623254259,"(41.825008096, -87.623254259)"
